ratings,title,content,company,review_website
1,,"When I first downloaded this app I was impressed but the cold reality of issues was yet to surface.  This app has no way of integrating or monitoring shipping costs and no way to combine the costs in an easy manner.  You will literally have to monitor each product with your team or by yourself.  I have had to cancel over 3k worth of sales due to issues with this integration app.  I would encourage you to read these reviews and HEED the warnings. or you will find out as I did, the hard way.  The response listed below by the team does not apply and further confirms my review.  You must add a fixed price.  Well that is an issue because pricing from their suppliers could drastically change.  Adding an extra $50 fixed may make sense for an RC vehicle but it would not make sense for a TV in which shipping could range $100 or a toothbrush $5???  If you see the response that is all you need to know.",Syncee,Shopify
5,,"Profi alkalmazás, egyszerű használat.Nagyon kedves ügyfélszolgálat a kérdéseimre mindig választ kaptam.",Syncee,Shopify
5,,"The staff at Syncee really helpful they had me setup correctly, and made me feel that everything is in good order, I have my mind at ease that my import of my products will be with no hassle at all, and Syncee team always there to help",Syncee,Shopify
5,,I was able to import products from my custom XML and had a great experience with customer support.,Syncee,Shopify
5,,Great customer service. I needed some help today and it was sorted out very fast. Great App as well.,Syncee,Shopify
5,,I got an excelent assistance from Peter Customer Service. The Syncee team are so helpfull. fast response. I strongly recommend,Syncee,Shopify
1,,"Por un error en su aplicacion, y por un servicio tecnico o atencion al cliente que no entiende el problema hemos estado 3 meses pagando una app que teniendo un limite de 5000 articulos y en la web 0 marcaba que habia 4600 en uso y para ellos era normal.",Syncee,Shopify
5,,Great customer service! I needed some help today and it was sorted out for me in a flash. Great App as well. It does what it says on the label.,Syncee,Shopify
5,,Consiglio questa app per la funzionalità e per il supporto tecnico.,Syncee,Shopify
5,,"The apps is useful and is what I want. The service team is very helpful, they responds quick.",Syncee,Shopify
5,,"Honestly, Do not struggle like I did, ask the online tech support team that help you through every step of the way! Absolutel worth it! Making a big diffrence in bringing my suppliers xml feeds to my website!",Syncee,Shopify
5,,Amazing platform for managing feeds. The best customer support that I have experienced in my 25 years of work so far!,Syncee,Shopify
5,,"Very good app so far, actually one of the best...I wish I had found it sooner as it would have saved me a lot of trouble.Roland has been extremely helpful and patient with me. Nothing I've asked has been too hard for him to complete, I'm so grateful. Thank you Syncee.",Syncee,Shopify
5,,Fantastic app to find great products from diverse suppliers and get the product data integrated quickly and easily. Thank you for the great experience!,Syncee,Shopify
5,,Syncee helped me to find local suppliers and products with short lead times. Great app with great support team!,Syncee,Shopify
5,,Amazing support! Thanks to Peter I was able to setup everything right! Would recommend to everyone who is struggling with XML Feed!,Syncee,Shopify
5,,Amazing tool. I love it and the support is awesome as well. Shoutout to Roland for helping me out with every issue quickly. I highly recommend Syncee for all dropshippers!,Syncee,Shopify
5,,"this app was hard for me to use, but never fear Imre helped me a lot, thanks and awesome job",Syncee,Shopify
